atime,name.1,zeros,w.1.1,link.1.2,name.2,p.1.2,w.2.1,link.2.3,name.3,p.2.3,w.3,link.3.2,name.2,p.3.2,w.2.2,link.2.1,name.1,p.2.1,w.1.2
0.28748350421277,vm01,0,374,default,vm02,48493,7026,default,vm03,17763,751,l32,vm02,793089,10390,l21,vm01,675077,5538
0.298311508137922,vm01,0,195,default,vm02,50305,9504,default,vm03,15156,57,l32,vm02,641167,7020,l21,vm01,396157,5516
0.337292322268467,vm01,0,2272,default,vm02,50387,28505,default,vm03,19879,123729,l32,vm02,412073,2528,l21,vm01,578938,433
0.355158528744967,vm01,0,8344,default,vm02,51611,16242,default,vm03,21793,3573,l32,vm02,285946,8213,l21,vm01,720575,28009
0.360031130511285,vm01,0,170737,default,vm02,53430,934,default,vm03,26653,15530,l32,vm02,286533,11548,l21,vm01,430071,8236
0.373566135417724,vm01,0,1127,default,vm02,62404,7726,default,vm03,33860,9328,l32,vm02,422621,4494,l21,vm01,512888,185655
0.385476939735391,vm01,0,2913,default,vm02,46687,36806,default,vm03,23998,1464,l32,vm02,525426,19570,l21,vm01,884292,1853
0.397929144249315,vm01,0,887,default,vm02,44021,31211,default,vm03,23057,34697,l32,vm02,613196,1860,l21,vm01,679863,13102
0.404425946604406,vm01,0,3464,default,vm02,47569,23534,default,vm03,24749,7187,l32,vm02,553764,636,l21,vm01,736810,5802
0.412005549352012,vm01,0,8956,default,vm02,46977,2746,default,vm03,22552,8338,l32,vm02,419078,1984,l21,vm01,610822,23783
0.423916353669678,vm01,0,18590,default,vm02,51114,738,default,vm03,24340,8659,l32,vm02,527886,3286,l21,vm01,467553,2677
0.427706155043481,vm01,0,959,default,vm02,47007,7525,default,vm03,24969,725,l32,vm02,432771,3219,l21,vm01,755481,3121
0.437451358576118,vm01,0,1095,default,vm02,54172,3523,default,vm03,20988,3979,l32,vm02,756033,24480,l21,vm01,402245,2642
0.441241159949921,vm01,0,15189,default,vm02,44345,9121,default,vm03,21081,22402,l32,vm02,477583,28109,l21,vm01,311793,1821
0.450986363482557,vm01,0,164791,default,vm02,50159,77316,default,vm03,27474,5113,l32,vm02,407442,614,l21,vm01,586781,2436
0.460190166818936,vm01,0,10641,default,vm02,43605,163837,default,vm03,41670,220936,l32,vm02,544019,14903,l21,vm01,671842,4302
0.466145568977769,vm01,0,12625,default,vm02,52865,1135,default,vm03,31299,9534,l32,vm02,481888,46041,l21,vm01,1305953,23701
0.487260176631814,vm01,0,119645,default,vm02,41528,325681,default,vm03,41956,8624,l32,vm02,465009,7428,l21,vm01,353235,6096
0.500253781341996,vm01,0,10153,default,vm02,47908,27834,default,vm03,23433,2270,l32,vm02,299606,7511,l21,vm01,450672,25500
0.511623185463405,vm01,0,2128,default,vm02,52115,7847,default,vm03,21805,9812,l32,vm02,222253,3769,l21,vm01,821309,22308
0.535444794098738,vm01,0,558,default,vm02,44480,23499,default,vm03,20066,4108,l32,vm02,345707,1174,l21,vm01,334664,362
0.540858796061314,vm01,0,18524,default,vm02,50635,53590,default,vm03,15539,2478,l32,vm02,590404,32976,l21,vm01,921406,1228
0.551145399790207,vm01,0,33015,default,vm02,53772,3513,default,vm03,28866,11199,l32,vm02,584194,42327,l21,vm01,668515,20376
0.556559401752783,vm01,0,1916,default,vm02,46939,2751,default,vm03,39606,3865,l32,vm02,473906,57799,l21,vm01,728016,6017
0.559807802930329,vm01,0,495,default,vm02,49343,343920,default,vm03,28834,110996,l32,vm02,244763,3122,l21,vm01,662393,1031
0.600412817649646,vm01,0,6305,default,vm02,48961,21209,default,vm03,32998,8021,l32,vm02,909873,2862,l21,vm01,751678,60397
0.607451020200995,vm01,0,1256,default,vm02,52157,47204,default,vm03,24230,20390,l32,vm02,333936,9215,l21,vm01,467628,6213
0.615030622948601,vm01,0,15448,default,vm02,62046,1961,default,vm03,22930,362,l32,vm02,283652,18802,l21,vm01,963344,25800
0.620986025107434,vm01,0,1313,default,vm02,44117,9126,default,vm03,28523,56413,l32,vm02,472402,127,l21,vm01,597328,4928
0.62423442628498,vm01,0,4254,default,vm02,53792,9208,default,vm03,24579,7207,l32,vm02,574655,53274,l21,vm01,366313,2989
0.63073122864007,vm01,0,1848,default,vm02,52637,11528,default,vm03,21119,1482004,l32,vm02,355992,121587,l21,vm01,393436,4024
0.643183433153995,vm01,0,1974,default,vm02,42845,153385,default,vm03,33659,8855,l32,vm02,424111,995,l21,vm01,622834,34320
0.661591039826752,vm01,0,5281,default,vm02,48220,208697,default,vm03,40449,21015,l32,vm02,704871,4960,l21,vm01,791737,24971
0.731973065340236,vm01,0,1613,default,vm02,51338,23722,default,vm03,32486,400447,l32,vm02,451572,7865,l21,vm01,491078,111203
0.747673671031706,vm01,0,23307,default,vm02,51867,35746,default,vm03,18773,10732,l32,vm02,441477,519,l21,vm01,572949,59987
0.754711873583054,vm01,0,367,default,vm02,55366,3710,default,vm03,29037,67802,l32,vm02,372861,5358,l21,vm01,435782,4605
0.756336074171827,vm01,0,6061,default,vm02,54520,5368,default,vm03,25632,434,l32,vm02,467698,14337,l21,vm01,410050,39348
0.759043075153115,vm01,0,1351,default,vm02,50675,25,default,vm03,20835,169947,l32,vm02,314313,118,l21,vm01,314105,47044
0.762832876526918,vm01,0,8451,default,vm02,54390,4508,default,vm03,35462,466,l32,vm02,360884,2897,l21,vm01,292274,33819
0.778533482218387,vm01,0,61113,default,vm02,54466,2253,default,vm03,20652,212052,l32,vm02,342634,5389,l21,vm01,330654,5515
0.781240483199675,vm01,0,38077,default,vm02,61592,1027,default,vm03,22753,1135,l32,vm02,490181,5338,l21,vm01,451642,69121465
0.789361486143539,vm01,0,9108,default,vm02,39051,16794,default,vm03,36850,5195,l32,vm02,362832,2305,l21,vm01,628048,15718
0.79802388928366,vm01,0,44253,default,vm02,55223,183524,default,vm03,36782,51192,l32,vm02,883777,1535,l21,vm01,387361,98458
0.822386898115251,vm01,0,74088,default,vm02,56300,122,default,vm03,24984,5565,l32,vm02,504549,713,l21,vm01,817356,4888
0.849456907928129,vm01,0,4758,default,vm02,46768,1301,default,vm03,19713,274385,l32,vm02,636775,252364,l21,vm01,288182,15831
0.857577910871993,vm01,0,9332,default,vm02,50975,14565,default,vm03,26259,11199,l32,vm02,472011,1781,l21,vm01,252415,1955
0.869488715189659,vm01,0,3070,default,vm02,47269,2501,default,vm03,23120,36061,l32,vm02,565657,15,l21,vm01,310535,28027
0.87165431597469,vm01,0,8184,default,vm02,48583,8683,default,vm03,15670,5604,l32,vm02,538833,1049,l21,vm01,424565,1728
0.87598551754475,vm01,0,6078,default,vm02,49012,72623,default,vm03,27526,874,l32,vm02,494278,1080711,l21,vm01,519775,31016
0.892768923628735,vm01,0,77330,default,vm02,46208,42732,default,vm03,19220,12082,l32,vm02,711299,84719,l21,vm01,416994,7342
0.913342131086523,vm01,0,4748,default,vm02,43052,2752,default,vm03,43520,6520,l32,vm02,388254,20187,l21,vm01,586362,6915
0.920380333637871,vm01,0,13593,default,vm02,47508,5608,default,vm03,23896,7739,l32,vm02,577927,87009,l21,vm01,747139,90432
0.932291137955538,vm01,0,12182,default,vm02,52506,1911,default,vm03,30232,3759,l32,vm02,472793,39999,l21,vm01,353631,21127
0.943660542076947,vm01,0,38830,default,vm02,48607,5179,default,vm03,30298,20944,l32,vm02,387666,4921,l21,vm01,1104392,1675
0.952322945217068,vm01,0,81129,default,vm02,49601,2379,default,vm03,26152,30271,l32,vm02,372401,5543,l21,vm01,512594,4967
0.956112746590871,vm01,0,5192,default,vm02,43037,2477,default,vm03,29031,853,l32,vm02,719504,1034,l21,vm01,1234122,1195730
0.959361147768416,vm01,0,145,default,vm02,48477,42,default,vm03,19129,129719,l32,vm02,541517,209,l21,vm01,542621,12996
0.978851554833689,vm01,0,811,default,vm02,56421,5137,default,vm03,15284,456,l32,vm02,396086,4803,l21,vm01,429601,2818
0.992927959936386,vm01,0,5067,default,vm02,49449,3584,default,vm03,39387,3013,l32,vm02,379444,21354,l21,vm01,428960,10556
1.00159036307651,vm01,0,539,default,vm02,54771,1739,default,vm03,26105,9444,l32,vm02,872915,1421,l21,vm01,424619,24992
1.00862856562786,vm01,0,13383,default,vm02,48614,1416,default,vm03,29813,13838,l32,vm02,438721,47994,l21,vm01,453425,927
1.01025276621663,vm01,0,67886,default,vm02,56104,11834,default,vm03,19736,7388,l32,vm02,337780,1593,l21,vm01,645412,5463
1.01458396778669,vm01,0,21660,default,vm02,46682,9257,default,vm03,41811,46458,l32,vm02,481309,13231,l21,vm01,537202,220
1.02108077014178,vm01,0,38563,default,vm02,44548,29913,default,vm03,35373,159210,l32,vm02,265034,36769,l21,vm01,483544,41764
1.02487057151558,vm01,0,4732,default,vm02,51694,3228,default,vm03,29708,7305,l32,vm02,628785,8882,l21,vm01,382176,6667
1.02757757249687,vm01,0,1516,default,vm02,44443,4158,default,vm03,22807,18434,l32,vm02,326194,1307,l21,vm01,311567,2601
1.03082597367442,vm01,0,6171,default,vm02,54773,1888,default,vm03,19026,1716,l32,vm02,329479,2901,l21,vm01,1131257,304
1.03732277602951,vm01,0,4242,default,vm02,50294,18804,default,vm03,18242,219,l32,vm02,702234,14772,l21,vm01,590539,11478
1.05681318309478,vm01,0,2961,default,vm02,55608,80845,default,vm03,17979,1716,l32,vm02,381829,1889,l21,vm01,470528,11005
1.05897878387981,vm01,0,22779,default,vm02,47729,4459,default,vm03,24871,1092,l32,vm02,419979,6916,l21,vm01,918764,4701
1.06439278584238,vm01,0,2947,default,vm02,52131,12845,default,vm03,18964,1322,l32,vm02,489631,769,l21,vm01,480199,3077
1.07738639055257,vm01,0,9230,default,vm02,45897,2495,default,vm03,28360,2369,l32,vm02,377055,32540,l21,vm01,830753,3427
1.08063479173011,vm01,0,8727,default,vm02,48279,19081,default,vm03,27221,14127,l32,vm02,529435,5625,l21,vm01,350975,41553
1.1012079991879,vm01,0,164,default,vm02,44331,3659,default,vm03,33944,246822,l32,vm02,361043,101171,l21,vm01,204354,945
1.1049978005617,vm01,0,5165,default,vm02,61405,35331,default,vm03,24094,1155,l32,vm02,866123,339,l21,vm01,504317,4493
1.10770480154299,vm01,0,98224,default,vm02,49862,17050,default,vm03,31695,388,l32,vm02,600123,10277,l21,vm01,506291,33765
1.11636720468311,vm01,0,2153,default,vm02,60550,54757,default,vm03,16941,7915,l32,vm02,465707,19686,l21,vm01,324760,54
1.12069840625317,vm01,0,12350,default,vm02,46633,1726,default,vm03,27799,23,l32,vm02,207677,1488,l21,vm01,889285,1321
1.12881940919704,vm01,0,1773,default,vm02,50170,3326,default,vm03,24808,5516,l32,vm02,497748,24593,l21,vm01,768844,3045
1.13044360978581,vm01,0,1775,default,vm02,54118,7,default,vm03,23218,3647,l32,vm02,429414,2563,l21,vm01,451306,1416
1.14668561567354,vm01,0,1854,default,vm02,48251,18750,default,vm03,37610,733,l32,vm02,1116914,11518,l21,vm01,553156,7894
1.14830981626231,vm01,0,18530,default,vm02,51738,30374,default,vm03,30144,2534,l32,vm02,397539,41424,l21,vm01,724484,14403
1.18837343078537,vm01,0,217698,default,vm02,43541,8710,default,vm03,26663,2237,l32,vm02,561575,204,l21,vm01,193130,30957
1.19324603255169,vm01,0,3316,default,vm02,58682,22387,default,vm03,42648,552,l32,vm02,355624,221,l21,vm01,598879,29155
1.19866003451426,vm01,0,2426,default,vm02,49981,553333,default,vm03,20966,6866,l32,vm02,779401,10731,l21,vm01,368415,873
1.20353263628058,vm01,0,3077,default,vm02,46756,14576,default,vm03,42211,31588,l32,vm02,226087,62575,l21,vm01,647582,11328
1.21381924000947,vm01,0,1025,default,vm02,46772,35209,default,vm03,20079,742,l32,vm02,731005,55858,l21,vm01,539475,90208
1.22464724393463,vm01,0,15168,default,vm02,53865,9520,default,vm03,21289,118,l32,vm02,474343,1818,l21,vm01,596625,46154
1.23222684668223,vm01,0,62823,default,vm02,43477,901,default,vm03,26337,14779,l32,vm02,747824,2036,l21,vm01,580583,12987
1.23764084864481,vm01,0,21593,default,vm02,42653,1087,default,vm03,25886,1514,l32,vm02,934640,45955,l21,vm01,644722,1185
1.23980644942984,vm01,0,4,default,vm02,48423,6604,default,vm03,33906,30258,l32,vm02,332788,56915,l21,vm01,290019,1436
1.25496565492505,vm01,0,440,default,vm02,49087,3280,default,vm03,32922,128569,l32,vm02,502111,1599,l21,vm01,430549,2591
1.27066626061652,vm01,0,23439,default,vm02,51013,3725,default,vm03,29787,4183,l32,vm02,347560,5102,l21,vm01,761827,106
1.28420126552296,vm01,0,4036,default,vm02,56671,3588,default,vm03,25360,9899,l32,vm02,477701,8420,l21,vm01,475303,267961
1.29340506885934,vm01,0,64403,default,vm02,48629,31789,default,vm03,38699,6838,l32,vm02,391343,1987,l21,vm01,500157,7159
1.31127127533584,vm01,0,4348,default,vm02,53527,2725,default,vm03,30331,18998,l32,vm02,398089,997,l21,vm01,582083,5760
1.31776807769093,vm01,0,15004,default,vm02,51906,5128,default,vm03,26098,8430,l32,vm02,267223,5514,l21,vm01,467940,28514
1.32372347984976,vm01,0,3933,default,vm02,42296,37909,default,vm03,26186,4589,l32,vm02,464362,2209,l21,vm01,601845,4122
1.32805468141982,vm01,0,19336,default,vm02,42915,108049,default,vm03,18338,14210,l32,vm02,860587,12944,l21,vm01,291041,4420
1.33292728318614,vm01,0,91515,default,vm02,57938,573437,default,vm03,25255,376396,l32,vm02,337237,2515,l21,vm01,519887,15358
1.33888268534497,vm01,0,115380,default,vm02,48385,7188,default,vm03,25006,33531,l32,vm02,408480,2081,l21,vm01,741968,33937
1.34375528711129,vm01,0,3933,default,vm02,62824,62804,default,vm03,26285,14966,l32,vm02,603472,3777,l21,vm01,633329,28084
1.36053869319528,vm01,0,60702,default,vm02,40445,23398,default,vm03,20018,961,l32,vm02,414803,106229,l21,vm01,429099,5347
1.36811829594288,vm01,0,321289,default,vm02,48973,5718849,default,vm03,20966,76901,l32,vm02,655573,1680,l21,vm01,277097,3524
1.38544310222312,vm01,0,25676,default,vm02,53977,3085,default,vm03,33858,169992,l32,vm02,540209,1503,l21,vm01,197122,5882
1.39248130477447,vm01,0,245911,default,vm02,51391,10277,default,vm03,27652,8203,l32,vm02,234192,40801,l21,vm01,372111,1900
1.39572970595202,vm01,0,23798,default,vm02,45690,64247,default,vm03,29888,1020,l32,vm02,327480,3496,l21,vm01,933718,13258
1.40006090752208,vm01,0,5938,default,vm02,56304,3698,default,vm03,34573,885,l32,vm02,449035,3987,l21,vm01,409784,279244
1.40114370791459,vm01,0,24774,default,vm02,48069,2614,default,vm03,44024,48506,l32,vm02,612969,16310,l21,vm01,1240396,1644
1.40926471085846,vm01,0,2064,default,vm02,55751,161,default,vm03,25408,157,l32,vm02,631638,20047,l21,vm01,405655,9750
1.41576151321355,vm01,0,1723,default,vm02,51643,16440,default,vm03,23937,1636,l32,vm02,355591,114079,l21,vm01,561178,1606
1.41792711399858,vm01,0,70100,default,vm02,54470,6983,default,vm03,32690,44891,l32,vm02,307104,19340,l21,vm01,398529,28921
1.42388251615741,vm01,0,17569,default,vm02,43091,5477,default,vm03,34925,79812,l32,vm02,502257,42932,l21,vm01,282915,19019
1.42604811694244,vm01,0,25857,default,vm02,52573,2789,default,vm03,18596,25643,l32,vm02,284988,2365,l21,vm01,679338,9561
1.43254491929753,vm01,0,76031,default,vm02,55953,17931,default,vm03,29373,2546,l32,vm02,423945,15892,l21,vm01,492351,2991
1.44716272459649,vm01,0,192629,default,vm02,45873,32786,default,vm03,19380,1174,l32,vm02,736292,15238,l21,vm01,505430,3310
1.45799072852164,vm01,0,9056,default,vm02,58052,10432,default,vm03,19691,22813,l32,vm02,362722,4365,l21,vm01,206456,232123
1.46502893107299,vm01,0,12745,default,vm02,58168,23899,default,vm03,15298,62339,l32,vm02,763074,22825,l21,vm01,213084,3113
1.48885053970832,vm01,0,1703,default,vm02,42936,17967,default,vm03,30129,1409,l32,vm02,653038,3290,l21,vm01,523453,136543
1.49155754068961,vm01,0,11932,default,vm02,44877,1640,default,vm03,43057,829,l32,vm02,531788,5803,l21,vm01,719309,104175
1.49967854363347,vm01,0,7319,default,vm02,40215,72462,default,vm03,17163,23751,l32,vm02,374259,2127,l21,vm01,839802,27080612
1.51158934795114,vm01,0,2372,default,vm02,49729,39784,default,vm03,24176,1030,l32,vm02,396433,1210,l21,vm01,610074,2866
1.52079315128752,vm01,0,2068,default,vm02,44825,14323,default,vm03,16613,1108,l32,vm02,785655,253568,l21,vm01,243431,5846
1.52187595168003,vm01,0,25250,default,vm02,41289,183383,default,vm03,19357,3466538,l32,vm02,351843,49979,l21,vm01,623496,3759
1.52891415423138,vm01,0,6681,default,vm02,50986,4748,default,vm03,12058,3983,l32,vm02,711754,3202,l21,vm01,472805,13736
1.5337867559977,vm01,0,7249,default,vm02,53243,819,default,vm03,43147,7517,l32,vm02,509418,12111,l21,vm01,421002,3827
1.53649375697899,vm01,0,406984,default,vm02,47704,4005,default,vm03,18946,9633,l32,vm02,537936,31538,l21,vm01,574795,1310336
1.54569756031537,vm01,0,11421,default,vm02,46821,996,default,vm03,24468,6904,l32,vm02,410868,207441,l21,vm01,650608,302
1.55273576286671,vm01,0,43058,default,vm02,51819,29267,default,vm03,26197,16301,l32,vm02,369795,1903,l21,vm01,232047,4341
1.56897776875444,vm01,0,698,default,vm02,55115,49242,default,vm03,21136,125305,l32,vm02,295023,5708,l21,vm01,485221,31932
1.58684397523094,vm01,0,9708,default,vm02,51031,6797,default,vm03,28623,87346,l32,vm02,467526,390158,l21,vm01,232933,22029
1.59550637837106,vm01,0,2770,default,vm02,39484,15422,default,vm03,13002,41563,l32,vm02,263449,8295,l21,vm01,226955,3402
1.61824518661388,vm01,0,1551,default,vm02,51189,3269,default,vm03,26746,7898,l32,vm02,331404,6697,l21,vm01,551544,260
1.62365918857646,vm01,0,10359,default,vm02,51611,11814,default,vm03,51478,1739,l32,vm02,269783,8709,l21,vm01,432184,228867
1.6371941934829,vm01,0,458,default,vm02,41109,16021,default,vm03,27196,11175,l32,vm02,282181,11433,l21,vm01,326584,265118
1.64802219740805,vm01,0,26524,default,vm02,56942,25570,default,vm03,36428,5121,l32,vm02,433489,13892,l21,vm01,705720,9253
1.65181199878185,vm01,0,1185,default,vm02,40730,51652,default,vm03,23727,205,l32,vm02,587598,41038,l21,vm01,310485,2606
1.66588840388455,vm01,0,7556,default,vm02,50820,2220,default,vm03,32078,1731,l32,vm02,589599,3277,l21,vm01,524999,507
1.66859540486583,vm01,0,919,default,vm02,46586,28479,default,vm03,31538,6422,l32,vm02,750119,5210,l21,vm01,509252,982
1.6767164078097,vm01,0,1797,default,vm02,46858,8397,default,vm03,20282,56801,l32,vm02,561577,2539,l21,vm01,524900,4967
1.67996480898724,vm01,0,14909,default,vm02,44669,304,default,vm03,28920,6474,l32,vm02,696354,238093,l21,vm01,458432,10070
1.68646161134233,vm01,0,3388,default,vm02,59452,5646,default,vm03,26935,32,l32,vm02,470994,4563,l21,vm01,214814,2043
1.69620681487497,vm01,0,9317,default,vm02,46111,3428,default,vm03,33408,5532,l32,vm02,408639,1267,l21,vm01,533845,74784
1.73085642743546,vm01,0,50945,default,vm02,54420,379,default,vm03,18556,2248,l32,vm02,463177,179,l21,vm01,643595,10213
1.74330863194938,vm01,0,9616,default,vm02,46322,16260,default,vm03,57964,21926,l32,vm02,393382,9505,l21,vm01,421059,3518
1.75251243528576,vm01,0,1300,default,vm02,47573,5324,default,vm03,24253,13807,l32,vm02,541214,914,l21,vm01,599943,40707
1.76009203803336,vm01,0,1895,default,vm02,46821,11636,default,vm03,35397,7980,l32,vm02,499714,207,l21,vm01,458375,1720
1.77741684431361,vm01,0,1431191,default,vm02,47731,11,default,vm03,58685,8611,l32,vm02,695020,7631,l21,vm01,998413,26669
1.78824484823876,vm01,0,9210,default,vm02,53489,266085,default,vm03,33670,6266,l32,vm02,525551,3536,l21,vm01,491419,5994
1.80286265353771,vm01,0,3267,default,vm02,54173,17971,default,vm03,59791,31322,l32,vm02,437594,13112,l21,vm01,378260,3841
1.82506006158427,vm01,0,853,default,vm02,45364,5126,default,vm03,29462,935,l32,vm02,351711,2733,l21,vm01,1118328,13979
1.86241667512604,vm01,0,27899,default,vm02,50858,100513,default,vm03,20736,10644,l32,vm02,542143,373,l21,vm01,754518,4766
1.86891347748114,vm01,0,934516,default,vm02,59835,2221,default,vm03,33557,593,l32,vm02,465781,5933,l21,vm01,712427,7021
1.87541027983623,vm01,0,1008,default,vm02,45522,2468,default,vm03,23274,3144,l32,vm02,440703,3872,l21,vm01,934449,41570
1.89327648631273,vm01,0,21877,default,vm02,41770,6282,default,vm03,23028,101,l32,vm02,642719,22152,l21,vm01,586719,2641
1.91384969377051,vm01,0,18607,default,vm02,42815,49421,default,vm03,31903,0,l32,vm02,171933,810,l21,vm01,750394,4094
1.91926369573309,vm01,0,4534,default,vm02,45993,32908,default,vm03,14960,359885,l32,vm02,310181,1776,l21,vm01,670669,189448
1.92088789632186,vm01,0,2825,default,vm02,47598,1414,default,vm03,25303,33052,l32,vm02,491380,32430,l21,vm01,332533,412
1.92305349710689,vm01,0,540907,default,vm02,46828,56145,default,vm03,28191,3000,l32,vm02,559649,27248,l21,vm01,350053,7288
1.9344229012283,vm01,0,5175,default,vm02,44568,2667,default,vm03,18649,325482,l32,vm02,449313,8838,l21,vm01,845138,7307
1.94037830338714,vm01,0,2977,default,vm02,48912,16110,default,vm03,28327,10736,l32,vm02,648058,314386,l21,vm01,636114,12305
1.94362670456468,vm01,0,1256,default,vm02,53383,5540,default,vm03,24567,3301,l32,vm02,478241,10996,l21,vm01,406544,3266
1.9522891077048,vm01,0,2783,default,vm02,56888,5257,default,vm03,19951,8407,l32,vm02,817662,395375,l21,vm01,397451,15644
1.96041011064867,vm01,0,2132,default,vm02,56543,1407,default,vm03,33589,51002,l32,vm02,553228,128,l21,vm01,830171,1229
1.96907251378879,vm01,0,52165,default,vm02,58552,22238,default,vm03,35348,4871,l32,vm02,545023,2049,l21,vm01,516238,2840
1.9701553141813,vm01,0,40229,default,vm02,48011,3500,default,vm03,30167,892,l32,vm02,545284,10515,l21,vm01,833819,6039
1.97448651575136,vm01,0,2572,default,vm02,61384,1621,default,vm03,30424,808,l32,vm02,501262,34242,l21,vm01,291765,55048
1.97719351673265,vm01,0,2536,default,vm02,52516,11373,default,vm03,19648,9164,l32,vm02,743655,130471,l21,vm01,233078,18720
1.97990051771394,vm01,0,2593,default,vm02,52272,38210,default,vm03,31690,1151,l32,vm02,695618,366,l21,vm01,311599,15565
1.99289412242412,vm01,0,3085,default,vm02,51272,641,default,vm03,26836,64,l32,vm02,286608,9916,l21,vm01,707912,4288
2.00805332791933,vm01,0,24776,default,vm02,54311,11201,default,vm03,32821,20367,l32,vm02,486971,9156,l21,vm01,456418,4281
2.01130172909688,vm01,0,4982,default,vm02,51787,2496,default,vm03,37850,5538,l32,vm02,852989,30,l21,vm01,710463,94
2.02321253341454,vm01,0,567,default,vm02,42249,1347,default,vm03,21766,5842,l32,vm02,285611,7261,l21,vm01,669059,15848
2.02646093459209,vm01,0,92121,default,vm02,45018,900,default,vm03,26186,3686,l32,vm02,647831,40626,l21,vm01,388918,3870
2.0340405373397,vm01,0,329,default,vm02,35585,3223,default,vm03,35646,3053,l32,vm02,329252,2014,l21,vm01,696985,7006
2.05353094440497,vm01,0,92299,default,vm02,49300,724,default,vm03,33589,1118,l32,vm02,371195,16778,l21,vm01,500317,4921
2.05894494636754,vm01,0,3014,default,vm02,57274,4555,default,vm03,23561,10898,l32,vm02,568542,51,l21,vm01,624536,19418
2.07572835245153,vm01,0,15817,default,vm02,42669,332,default,vm03,36394,17730,l32,vm02,644571,14006,l21,vm01,511144,6083
2.08980475755423,vm01,0,31,default,vm02,44615,2517,default,vm03,37990,924,l32,vm02,739714,890,l21,vm01,558008,258
2.09846716069435,vm01,0,9262,default,vm02,59786,5594,default,vm03,22549,8457,l32,vm02,383291,1534,l21,vm01,337526,16760
2.10604676344195,vm01,0,3303,default,vm02,50941,98,default,vm03,18018,2355,l32,vm02,236286,5983,l21,vm01,258787,3700
